content,score
"ketidak seimbangan dalan tim,apalagi player solo sangat sangat lebih sulit",1
"game sampah, pembagian tim nya sangat jelek untuk solo player",1
sll dpt temen ampas. pdhl musuhnya pro player!! ga jelas!!! uninstall aja bye mobile legend!! 88th main mobile legend ternyata emang bnr2 udah bukan game have fun tp bikin stres..,1
"game personal bintang gua gak naik naikk dibikinnya dapet tim dari sistem mulu, woii sistem elu betulin kek banyak banget anomali herann",1
"kok season ini ML suka ngebug tiap selesai pertandingan pasti lengket gak bisa ngapa-ngapain, gak bisa gerak lama banget nungguinnya.",1
gua main udah menang sampai 3 kali tapi udah 3 kali menang malah dapet tim gerak sistem sial siak,1
"aneh banget dah season kali ini tiba tiba sering lag, game gajelas",2
game nya bagus cuman setiap kali gw main gk pernah di kasih menang timnya kgk jelas semua,3
eh bug mulu dah anjir layar gw gk bisa gerak padahal tadi bisa loh aneh,2
"matching yg udah ga jelas, yg sudah di blok malah bisa satu team lagi",1
Geme nya bagus tapi masih ada banyak bug nya udah gitu aja,5
"Berikan lah player lingkungan bermain yg adil, dan gabungan mereka sesuai dengan lane yg biasa dipakai, dan hero yg biasa dipakai. Dan perbaiki masalah jaringan BINTANG TIDAK AKAN PERNAH LEBIH DARI SATU, KALAU PERMASALAHAN ITU BELUM DIPERBAIKI. SIMBIOSIS MUTUALISME JANGAN HANYA INFLUENCER ATAU SEJENISNYA SAJA DIBERIKAN LAYANAN TERBAIK. Season 38 yang jaringannya paling parah.",1
"Game rusak, saya main solo selalu di kasih tim bapuk tim ga bisa main, woi mooton, minimal lu kasih team yang setara sama skill gue, apaan selalu di kasih tim orang yg baru belajar semua",1
game taik sistem ngak bener langsung percaya dengan laporan dri pihak lain dan mengurangi kreditskor sehingga saya tidak bisa bermain rank seharus di selidiki dlu bukan langsung percaya seringmati di bilang sengaja oleh sistem kalau gini ngak mungkin semua Players jago semua kan,1
saya suka gemnya sangat seru bisa Mabar bareng temen dan bisa juga cari temen.,5
"Barusan coba bagus, tingkatkan kualitas terbaik sip",5
sinyal 4G tapiping jaringan merah dan kuning. makin update makin aneh MLBB,2
game ga ngotak bisa bisa nya gua baru maen kemaren di kasih musuh mythic gila emang ni game,1
"game buruk, nglag"" gajelass ttolol jangan main game ini mau kalah atau menang kayandi seting, sinyal nglag padahal bagusss, hapus aja ni game ga guna",1
"gem haram ini ajg, sudah kena mental ku sama ini gem, hampir mau gantung diri gara gara ini gem, gak cocok ini gem untuk orang yang gak kuat mental seperti aku ini, mana main reng turun naik terus, hampir mau bunuh diri cuma main gem ini stress sudah, mana sudah ribuan jam yang ku buang main ini gem.",1
bagus banget Hero nya banyak cuma sering nge blank ketika di mainin,5
"rubah sistem role,, ga ada bagus2nya cuma bikin susah dapet tim,,",1
"grafik bagus, event banyak dan menarik",5
"game ny keren, garafik ny baguss dan hero hero nh keren.",5
"sinyal jelek terus, sering mati masuk bass.",3
entah gamenya atau apa. tp kadang hero jalan sendiri padahal analog/joystick tidak di geser. kadang ping 9ms bisa tiba2 naik jadi 230ms. untuk perbandingan saja saya main PUBG mobile sinyal aman dan nggk ada drop. tp pas ganti game ke MLBB kenapa kadang ping jadi tinggi ya. matchmaking sekarang juga makin buruk. player yang pertandingan jungler baru 9 x kenapa bisa dapat posisi jungler padahal dia pertandingan mid 24 x. aneh. lama2 males main game ini,1
saat saya mau bertanding malah stuck lama malah keluar dari pertandingan aku udah ngelakuin apapun masih aja ga bisa ini gimana,1
sinyal ku ngeleg padahal jaringan nya bagus baru mulai warna hijau klau udah menit 5 lansung merah,5
"Buruk sekali , ngak ada manfaat main game busuk ini , sinyal lag nggak di kasih poin pelindung, moonnttttonnnnn aaasssuuuu game laknat",1
Cuma ngehabisin paketan Yang di dapet malah semua tim afk gausah di download,1
game paling buruk maen dapat tim ga seimbang sama saya kaya dapat team komputer sedangkan teamn mush enak semua tolong dong moonton udah stres bgt dapat team sangat buruk,1
ehh poke kalo punya apk tuh jaringan ny di perbaharui update tan kali ini bener2 bikin emosi aja masak ping stabil game ny nge fress kwk jaringan nge laq aja game laku kok lalai update jaringan ny,1
"buat yang mau download ML.kalau kalian solo player,mending main game lain aja.ini game banyak bot nya.dari pada setim sama bot mending gak usah download game ini.moonton juga gak pernah dengerin player nya.",1
"game apa ni anj, tim nya ga adil njir, tim musuh bertitle sedang kan tim sendiri bertytyd",1
"Habis upgrade game, ping malah ancur diatas 180ms mulu",1
Gamenya seru banget dan updatenya banyak banget pokoknya bagus banget,5
"Game Sehat, bahkan terlalu sehat untuk pembagian team nya",1
musuh sama tim beda jauh samain dong kalau bisa bintang setengaj,1
woi min sehabis update jaringan nya tiba tiba jelek GK kayak sebelumnya tolong di perbaiki lagi,1
"dear moonton ping bagus kenpa kalau sudah masuh dalam pertandingan bisa lag lag,😏",3
"kalau kasih match making yg adik kocak, 5 kali main dapat temen gerakannya sama kek bot, match cuman ratusan, udah mitik, skin bagus"", gak masuk akal, kalau emang udah sepi gak usah maksa buat suruh pilih role di ML, malah bikin match making rusak",2
"Makin upadet bukannya tambah enjoy buat main, eh malah makin buruk. Ngasih tim kok asal²an, apalagi kalau suda win streak SIBUK MOTOON BUAT BIKIN LOSE STREAK. KASIH HUKUMAN YG BECUS BUAT PLAYER² YG SENGAJA FEEDER !! PEMBAGIAN RANK JUGA GK JELAS !!! STOP BUAT TOP UP DIAMOND GK GUNA JUGA INI GAME MAKIN LAMA !",1
"Permainannya kurang menarik, dan saya terus mendapatkan teman satu tim yang dungu, setelah menang pasti dikasih kalah, sistem pelanggaran juga suka suka, gak ada tindakan tegas gak ada gunanya melaporkan orang afk",1
"Kenapa SAYA kasih bintang 1, Karena anda bikin emosi setiap main dikasih Tim beban seperti yang buat game .musuh nya bikin emosiii banget . mending pindah ke FREE FIRE AJA Kalo gitu",1
"Brawl banyak AI Bot. Musuh item cuma 2 Sepatu sama pedang, Dmg nya ngalahin player yang equip nya full build. mati cuma 2x, Dikepung tetep idup. game rusak. pantesan kalau rank, classic beli item ga di base, biar ga ketauan AI botnya, ga adil biar buang2 waktu, gmna mau naik, jdnya turun teruus. skin yg dah ada malah di nerf, kaya blazing jd jelek.",1
"kepada pihak moontun ,saya ingin bertanya kenapa sering kali sinyal jamping padahal wifi saya aman aja ,,mohon segera di selidiki apa kah ada bug di ML nya atau masih banyak cheat nya ,,soalnya pas main game HOK sinyal saya aman aja di 15-20ms,tapi pas main ML dari awalnya 13-18ms langsung jamping 259ms ,,mohon di tindak lanjut kan ,, agar kami para player ML bisa bermain dengan tenang",4
"terlalu banyak bug, dari reconnect lah padahal udah pake wifi sama data seluler belum lagi machtmaking yg berat sebelah bikin emosi",5
MLBB bisa jadi sangat menjengkelkan saat lag atau ketika timmu tidak kompak! Beberapa pemain mungkin merasa bahwa beberapa hero terlalu overpower atau bahwa sistem matchmaking tidak adil.,1
baru menang 3 kali eh langsung dapet lg tim drak sistem ini game engga jelas selalu di bikin emosi terus sama game ini,1
"saya user change. saya kecewa dengan adanya yang di nerf change Karena terlalu lebay. trus kalau saya pakai enggela attack speed di nerf lagi. trus saya pakai edora attack speed di nerf lagi, lah terus mau nya apa saya emang user mage tidak ada lagi",5
"seru banget weh, TAPI NGESELIN BANGET PLS KALAU BOLEH JUJUR... padahal jaringan aku baik baik aja nih ya, tapi di gamenya ngelag mulu huhu..",5
"game dengan sistem yg buruk dapt tim kek orang yg baru main sedangkan lawannya pro itu gimna sitem nya katanya udah di perbaiki , sistem makin kesini makin tolol di kasih tim isinya orang baru main giliran lawannya orang yg udah jago main",1
game nya ga sesuai masa gw main glori solo malah di kasi full immo sistem matchmaking sangat buruk tidak sesuai dengan rank aslinya padahal saya main solo tapi di kasih lawan full immo,1
"gamenya seru tapiiiiii bisa gak sistemnya itu kalo misal mvp tapi kalah, bintangnya itu tetep, plisss kasian udah berusaha keras terus kalah tapi mvp malah ga dapet apa apa😡😤",5
"penanganan dalam report player buruk, masa jelas2 teman setim feeding dianggap gak melakukan kesalahan, kan kocak banget. minimal liat dulu lah monton jangan ngasih event mulu tapi masalah kaya gini lu biarin. dari dulu masih aja kaya gini kan 'KOCAK' yang bener aja. jangan buta plis, minimal liat dulu jangan asal bilang gak melakukan kesalahan.",5
"Game yang gak sehat buat solo player. Selalu digabungin sama tim yg beban, emblem yg ngaco, pertandingan msh sedikit, gak kompak, egois, mau begadang kayak apapun ini game rusak. Matchmaking harus lebih lama & lbh seimbang biar gak capek, buang2 waktu. Epic rank kutukan!!! Main capek udah di legend 1 diturunin sampe ke epic 5, gak layak jadi game terbaik.. terlalu ngawur sistemnya!!!",1
Walau ada skin gratis ini game banyak bet dark sistem nya tim nya tolol musuh nya jago+leg parah cuma liat dari kda doang hama,1
"buat event,skin dan Hero juga banyak dan bagus"" cmn 1 yg gw minta di update nanti tolong jangan ada server lag lagi padahal ping sinyal gw bagus gw pake coba download bagus pas diloby juga bagus knp pas di ingame knp Hero gw gbsa gerak atau gbsa dipencet analog nya jangan kan skill gerak aja susah padahal sinyal gw lancar, tolong monton kikir jangan sering Collab utamain gameplay dlu perbaiki bug bug yg belum diperbaiki 🙏🏻",1
"game ya udah bgs, tapi tolong lah min Jan lost treak Mulu, di tambah pas selesai ngunduh data, malah lag, itu aja kedepannya di kurangin lost treak ya",5
game ini sumpa gak menghibur terkadang random ketemu tim aneh² bukan buat jago itu tapi buat stres kalian yg dapat uang saya yg stres saya donwload game ini supaya bisa menghibur buka buat stres kali saya kasih bintang 1 karna game ini gak menghibur,1
akhir akhir ini ko gak bisa login akun moonton sih padahal email sudah benar terkait tapi gak bisa login email belum terkait terus.gimana ini min coba perbaiki lagi,1
"setiap dapet tim, selalu gak seimbang, ada tim yang tolol ada juga tim yang kagak bisa main, tolong lah montoon kalau ngasih tim yang sesuai lah.",1
"tolong di perbaiki lagi masalah jaringan, saya lagi in game sinyal full wifi nya bisa bisa ngelag ngelag,, tolong lah moonton di perbaiki lagi ,, kejadian seperti ini sangat merugikan player!!",1
"yang gak saya suka dari game ini .kenapa kalau harus di kurangin skor kredit apa masalahnya trus bermain tanpa batas dan untuk apa,harus ada pengurangan skor kredit di setiap ada laporan gak sesuai sama tim,saya ngak paham lagi kalau emang dia ngak bisa pake ya mau gimna lagi harus bisa lah berharapmaklum,kecuali berhenti saat main game atau melakukan afk dengan sengaja,berbicara tentang jaringan .jaringan yang buruk itu kadang awal kadang akhir ngelek padahal masih main tapi di anggap afk",1
"game nya seru,banyak even,dan skinnya banyak polll ditambah lagi bagus semua tapi susah buat dapetin skinnya,tapi kadang ad minesnya juga klo main kadang sinyalnya ngeleg poll padahal baru isi kota,sama kadang ad yg gk jelas main nya jadi gk mood main tapi menurutku game ini udh baguss poll.PESAN UNTUK MOONTON:BAGI AKU TIM YG BAGUSLAH MOONTON AMA BAGI SKIN DONG MOONTON,MOONTON KAN BAIKKKKK😁",5
di update buaknya makin bagus malah makin rusak sinyal,1
"sebegai Player yang sering bermain solo, system matchmaking season ini sudah cukup baik.. namun masih banyak yang harus diperbaiki karena masih sering tertukar lane atau dapat lane yang dimainkan dengan pertandingan sedikit.. saya kasih 4 bintang dulu karena masih sering ketemu Player tidak bisa main",4
ada apa dengan game ini masih aja ngeleg padahal jaringan 4g tetap aja buruk,1
"game gak jelas banyak banget drak sistem nya , padahal udah main bagus masih aja kalah , heran stiap seson makin aneh aja , tolong dong di perbaiki lagi",1
bikin darah tinggi lag terus sinyal 4/5 ms masih lag apalah...,1
"SERIUS Tetep aja Moonton GA ADA PERUBAHAN, Minimal ada hukuman dan Efek jera buat Player yg tidak serius main Game nya apalagi ketika Ranked. Bukan nya game menjadi seru Malah menjadi emosi karena dapet Tim Gajelas, kita yg serius main GAME dapet Tim AMPAS. Kalo gaada solusi pasti lama kelamaan ini Game SEPI bakal Redup",1
"enak honor off king lebih enak ga ada drag sistemnya ga kaya di sini buruk seburukaburuknya mending gausah main co, gw sampe cape main tiap hari ketemu tim trol mulu cape njirr berjuang sendiri, main berlima kaya main sendiri coo, enak ml yang dulu daripada yang skarang, gw harap ml bisa berubah jadi yang lebih baik, hilangin tolong para drag sistem tolong dihilangin cape co cape monton gimana nyiptain game banyak drag sistem tapi ga pada di ban :) tau dah. buruk pokoknya game buruk",1
"sering lag masalah jaringan, padahal di jaringan handphone lancar tapi pas loading screen match sinyal tiba-tiba under penyakit habis update jaringan selalu bermasalah, dan masih banyak bug ga jelas.",1
"game apa lah... masa jaringan buat main merah... gmana gk lose streak terus coba... pdahal wifi sama data gw bagus loh... bisa""nya pas match gak bisa buat main... tolong lah moonton jaringan di perbaiki... kl gini caranya mending pindah main HOK aja...",1
"season sekarang makin susahh klo di buat main support, apa lagi buat Angela, buat apa klo ultinya cepet tapi skil 1 nya jadi lama banget cih",1
"game sampah ajg sinyal gw jlk trs main udh wifi + kouta lag ajg emg hpus ja gamenya poke tolol, mau main dikasi dark sistem ajg bukannya bikin mood bagus mlh bikin mood jlek ajg",1
game ini sangat enak kalihh seruh dan bisa mendapatkan kawan yg banyak walaupun saya sering sekali kalah dalam permainan ini karena saya mendapat kan tim yg gak pande main tapi saya tetap semangat buat ingin menang lagi tapi terkadang game ini buat saya emosi karena saya di buat kalahh aja sama monton padahal saya udah bermain sekuat mungkin dan saya MVP kalah dan tim saya coklat semua kenapa lahh monton kasih tim yg gak pande main nya.,5
game ini seru banget tapi ada kendala entah kenapa walupun sinyal saya bagus tapi malah ngelek aneh,5
moonton kapan diperbaiki pingnya aku main jadi gak nyaman.ping merah terus. dari season 30-37 masih lag.ditambah aku dah ganti wifi 10 kali masih lag Lo moonton.mending gak usah main game ini,2
untuk game nya sudah sangat bagus tapi tolong bug nya drak sistem nya tolong di pikir kan lagi gw main menang kalah terus udah cukup gw dah muak klo sampe gw menang kalah lagi gw hapus ni game tolong diperbaiki tolong juga masalah sinyal jangan sampe bikin emosi gw maen pas menang gara gara sinyal nya jelek masa ga naik bintang nya game rusak,2
game ini dulu nya asik tapi sekarang cukup membosankan dan bobrok..masak lennya mesti dua minimal tidak bisa bebas lg..di harap untuk pengguna game ini agar berpinda ke AO aja lebih asik lgi..jika tidak di ubah seperti biasanya lagi beri ranting satu semua para pemain mobil lagen,1
"ltolong perbaiki sistem matchmaking nya , pembagian yang tidak pas membuat player mendapat kalah yg tidak wajar. tim musuh mendapat player yg sangat bagus sedangkan timku mendapat player yg tidak wajar, feeder, dan rank yg terkadang tidak sama, bagaimana ini, tolong kejelasannya mooton",1
"Terlalu rakus jualan skin dengan Rate Drop Kikir, Server makin hari makin jelek sering drop lag pas Battle, Balance hero makin gak jelas cuman di fokusin ke Hero hero yg lagi di jual skin nya.",1
tolong perbaiki lagi ya kak masa lagi di dalem game tiba' jalan sendiri sinyal ijo bagus pingnya masa jalan sendiri tolong di perbaiki ya kak makin hari masa makin hancur,1
"Game sampah, aku main Rising Open, semua tim saya Lag, sedangkan tim musuh jaringannya lancar. Males main game sampah",1
"gk ngotak kalo ngasih tim, minimal yg seimbang dong, musuh mantan glory semua, tim gw stack epic, kasih seimbang lah, cape gw maen lostrek mulu, ujung ujung nya mah gw yg MVP, jadi tolong buat monton kasi fitur(kalo MVP KALAH itu tidak ngurang bintang nya) 🙏 lalu knp gw kasih bintang 5? biar muncul di bagian atas",5
tolonglah Monton masa udah 2 tahun main ML tak pernah di kasih naik rank pengalaman apa tentang mainan tapi malah kalah terus Hero apa lagi yang paling jago? jadi malas. bagus sih tapi suruh Otok stres main nya bisa-bisa gila,1
"gamenya bagus dan seru,cuma kalo lgi main tu suka ngebug tiba tiba padahal jaringannya bagus, tolong diperbaiki.🙏",5
game nya jangan di ubah lagi woi! udah bagus game nya tapi malah di ubah² kalau gini terus saya pensi aja sama player yang lain saya kasih bintang3 dulu kalau di buat kayak yg dulu game nya saya kasih bintang 5,3
"makin lama makin kaya epep nih game burikk asuu, perbaikin tuh bug draftpick ngelag bangettttt, perbaikin juga tuhhhh sinyalnya chukimayyy",1
"nggak jelas kali, kalo main selalu dpat teman nggak jelas, memang sekali lalu seterusnya dapat teman yang nggak jelas semua",1
DRAFICK nya bagus tapi sinyal nya jelek. 0℅ game nya,5
sinyal nya kadang lag padahal bagus tapi tiba tiba ngeleg gem apaaa ini,5
"moonton, tolong fiks bug sinyal. Honestly, bug ini sangat mengesalkan dan menggangu berjalan nya permainan. Tentunya hal ini bukan terjadi sesekali, tetapi hampir setiap match. padahal, yang pakai Wi-Fi nya cuma satu orang. Saya harap permasalahan ini bisa cepat diatasi.",3
"Game judi online berkedok game moba, menang kalah di atur moonton.. klo lagi di setting kalah, pasti dapet tim bot dan jaringan tiba-tiba leg, biar kita kalah, klo lagi di setting menang dapet musuh bot dan jaringan musuh di bikin leg biar kita menang..",1
Game ini tidak seru hero hero nya serem serem banget kaya yang nama nya balmon itu loh gigi nya keluar. Terus game ini ga ada rumah nya. Terus nya masa di suruh hancurin turet bener bener ga asik aku kasih bintang 1 aja deh,5
sangat bagus tetapi terlalu banyak diamon saya tidak sanggup untuk membeli nya dan sanggat susah naik rank nya banyak pemain jago,5
hehh moonton kasih tim yang bagus lah capek kali aku aku kasih bintang 1 kalau player ya gak bagus kalau kau kasih player yang bagus ku kasih kau bintang 5,1
"buruk bngtt, selalu dpt tim yang ga bener, matchmaking ga jelas, ga pernah dpt main di role yg kita pengen",1
"Bangke gw main ping bgus pdahal, tpi di game play nya gjls anj pas di pencet ping nya 9 ms, apus lah bug gnian ganggu ke gameplay, niat comback ml mlah ad bug smpah gnian.",1
"saya kasih bintang 3 karena sering mengalami bug ataupun jaringan sering merah dan keadaan bermain sering keluar sendiri dan akan dikurangi skor yg berlebihan padahal hanya karena bug,, dan 1 lagi saya sering dpt lawan yang tidak seimbang dan tim yang tidak kompak tolong perbaiki lagi yah sekian dari saya🥰",3
komen nya lucu lucu jgn nyalahin apk terus dong...indo indo...sdm nya naikin dikit napa...hp nya smart orangnya enggak...masaj kalah smart ma androidnya .... 1 kalau ngefrees ganti hp kalau red signal..beli quota kalau kalah Mulu ......udah main gundu aja,5
game settingan suka ngelag banyak dark sistem tim tidak seimbang banyak bot udah beban tapi masih nyalahin game lol minimal gak settingan dek,1
"Keseimbangan Hero dalam game sangat tidak seimbang, selalu dapat tim yang tidak kompeten, pelit item/skin/Hero, informasi penggunaan hero tidak lengkap",1
game tolol sering main ini karena banyak pikiran eh bukan nya ngurang malah tambah stres ngasih tim kagak pernah seimbang musuhnya se jago jago tapi tim gua tolol nya minta ampun kalo ada negatif bintang gua mau buat game ini negatif 100 bintang menang 1x kalah 4x kan malah makin stres apa lagi kalo push renk awal Seson dark sistem gk ngotak musuh nya jago tapi tim saya idiot nya kebangetan kalian kalo mau reting buat bintang 1 aja biar jelek RETING ini game🔥🔥,1
"oy montoon,perbaiki lagi masalah lag ini game,gw tiap main clasic rank sering lag bgt sampe ga bisa jalan padahal ping tetep hijau trus,lag parah asli,buka apk lain lancar"" aja,perbaiki lagi masalah jaringan",2
"untuk sistem sekarang rank pilih role ga adil bagi pemain solo, kalau untuk party an sih oke soalnya udah sesuai role masing"" tapi kalau solo kebanyakan maksa role, karena pilih role nya semua role pertandingan 2 match pun malah di kasih jungler padahal di match nya tertera paling tinggi exp dan roam sistem malah ngasih jungler, tolong di perbaiki lagi kalau bisa di balikin kaya biasa lagi aja",1
"harga skin mahal kadang selalu dapet tim b.go tim musuh pada standar lah tim kita selalu di kasih yg dongok yg ga ngerti main draf ga jelas,selesai pertandingan di laporkan hukuman nya cuma gitu doang ga sebanding sama kita kalah nyah, parah nih game rusak",1
gamenya saya suka.. tp untuk pembagian rulenya g sesuai... bikin emosi... tolong sistem yg sekarang hapus aja. ganti yang lama.. buat solo player susah bgt... trmaksh,2
kebanykan darksystemnya setiap main kalah terus di karenakan mathc yg tdk stabil perbedaan musuh dan tim yg berbeda jauh skilnya .. hampir setiap main lose sm wins kebanyakan lose nya klo cma nemuin 1 player yg gbsa main itu bsa di usahakan menang tp terkadang 4 player sekaligus yg gak bsa main itu berat sejago apapun kmu klo dpt tim kygtu ga mungkin bsa menang,1
"Untuk Moonton tolong lah masa ngasih tim nih yang gak bener terus, tadinya gw udh win streak nyampe bintang 47 kok balik lagi nyampe bintang 40 honor gw hah?!,gw nih Masi pelajar di suruh push tiap hari gitu?, giliran lawan gw timnya pada kompak, pokoknya kalo maching game ini gak seimbang gw rating satu!!!!",1
dapet tim selalu dark sistem dan tolong untuk bahasa nya ditambah kan bahasa Jawa,2
game mu memang bagus tapi truk sistemnya banyak terus,5
"ini game yang sangat kurang.game ini membiarkan palyer yang mendapatkan hasil pertandingan bronze(coklat).saran saya setidaknya mereka di beri hukuman.jika ada player yang terus begini,akan terus merusak peforma pemain lain,hingga player lain akan mengalami kekalahan terus menerus.dan tolong beri hukuman berat bagi player yang sengaja membuat tim kalah,karena ini akan membuat player lain(solo) menjadi malas dalam bermain game ini.jadi tolong dikembangkan lagi fitur fitur gamenya,terimakasih.",2
"Saya bermain rank dalam full party bersama teman temna, rank saya dan teman teman saya di tier legend, namun di draft pick kita kaget mengapa main di ban 10 dan after game saya chek ternyata musuh nya di tier mythic sebanyak 3 player, sedangkan tim saya pun tidak menyalakan turbo searching yang mempercepat pencarian musuh tolong montoon buat matchmaking yang lebih adil lagi, dan jangan diulangi. karna itu sangat membuat tim saya kesal dan akhirnya saya harus melapor seperti ini",1
game yang bagus tapi ada ekuanan nya kekurangan nya tidak bisa dimainkan untuk hp 2GB,5
"Saya main solo terus ketemu musuh yang jago, tapi tim saya sering tidak bisa main dengan baik. Tolong perbaiki sistem match agar lebih adil. Saya ingin main dengan tim yang juga jago, bukan terus-terusan kalah karena sistem.",1
"Gamenya Cukup bagus . Tapi kadang"" ngeleg mohon diperbaiki .",5
fitur role ga guna buat apa coba mending kayak dulu nih gw kasih saran ya kalo kasi fitur lane satu aja gausah 2 buat player solo jadi susah matchmaking juga gajelas suka ketemu legend padahal rank gw honor terus kalo kasih role gold kasih nya udah hero marksman jangan hero yang lain,1
"setiap kali update, analog makin ngaco. kadang gerak sendiri, suka nyangkut, bahkan sering banget lepas sendiri padahal jari masih nempel. ini udah sering kejadian, tapi nggak pernah bener-bener diperbaiki. bukannya makin lancar, tiap update malah nambah masalah. tolong dong, ini game udah bertahun-tahun tapi masalah analog masih gini-gini aja. masa harus nunggu rame dulu baru ditindak?",3
hbs riset sesoan makin tambah parah pembagian tim kebanyakan boot d kasih player solo makin parah sistem nya,1
"Semenjak setelah update banyak sekali bug, skill tidak terlihat, ml tidak bisa dibuka, jaringan sering down padahal menggunakan peningkatan jaringan. sudah 1 jam menunggu tapi jaringan tetap down, padahal jaringan stabil",1
"Sering banget masalah yang datang dari game ini. tapi menurutku gameplay nya ok eventnya lumayan, dan... mungkin masih banyak kesalahan dan masalah yang belum di ketahui developer, harus nya bisa lebih baik lagi sih👍😑. Bintang :★★★",3
"Game Moba terburuk menurut saya , karena setiap match saya di berikan tim yang tidak sesuai dan mendapatkan lawan yang tidak sesuai , untuk itu saya memberikan bintang 3 kepada Game ini , semoga update berikutnya moonton bisa memperbaiki matchmaking nya dengan lebih baik agar bisa menemukan lawan yang seimbang , dan saya juga mau protes kalau di berikan lose strek ngotak dikit yaa.",3
"Game buat stress para bocil² pada main ini, duduk di epik buat stres. menang sekali kalah sekali, menang sekali kalah 10 kali berturut-turut penyesuaian penurunan pangkat tidak adil duduk di epik itu tidak enak semua player² anak² ada di epik, kenapa rank sudah glory harus turun ke epik ngotak dikit butuh perjuangan buat lolos dari epik, lu MONTON pakek otak dong penurunan pangkat itu engga harus sampe epik gua push rank dari epik sampai ke glory, dan tiba seasons baru penurun pngkat ke epik",1
"tolong kepada pihak monton china atau moonton indonesia yang mengelola. ini pas gua maen rank solo baru masuk epic 5 kok satu tim sama epic 4, epic 3, epic 2 ama epic 1. dah gitu skillnya tim gua full ampas semua. tolong banget ini ya. jangan kebanyakan update skin sama interface mulu. ini sistemnya makin ancur² an di tahun ini. tolong ya dibaca dan dipahami. klo game ini ingin masih bertahan playernya ditahun kedepannya",1
game ini sudah bagus tetapi saya emosi kalo ada drak sistem yatim mohon hilang kan drak sistem tau Miya nyri buff lolll mohon di perhatikan game ya,4
"jaringan buruk padahal pakai telkomsel sinyal full , sangat menganggu kenyamanan bermain",1
"kalau kalian mau hidup tenang dan sehat jangan main mobile legend team nya di kasih orang2 baru main tier tertinggi epic paling tinggi mytic bintang 1,sedangkan musuhnya ex glory semua.",1
"gamenya jelek player nya gak bisa main, grafik nya burik lebih bagus HOK",1
agak laen abis update emng grafik tambah bagus tpi justru user hp kentang ini klo main sering ngeframe sendiri kecewa berat🤬,1
"makin jelek setelah season saat match jaringan lag menghubungkan dan tidak bisa bermain, padahal jaringan wifi bagus dan lancar udh diganti pke data celuler tetap ga bisa main. akun jdi rusak mmr turun krna terbaca afk.",1
"keseringan turnamen ganggu banget server jadi lag parah saat push rank, jadi marak palayer afk. semakin lama semakin tidak layak di mainkan mengunakan jaringan selluler",1
semakin hari semakin jelek tidak bisa masuk ke gameplaynya. sinyal bagus malah susah masuknya.,1
"game ini sudah tidak bagus,selalu dapat tim yang sering AFK,yang mau download jangan di download,lebih baik download apk yg 1 ,mobile honor!!!",1
"sistem match making kadang ga adil kadang ngeleg padahal jaringan bagus, tolong perbaiki lagi moonton",1
dari yang suka bangett jadi ga suka bangett.. karena banyak DARK SYSTEM dan player ga jelas nya. udah gw UNINSTAL kemarin malam.,2
di kasih tim yg beban Mulu suka lag padahal ping bagus matcmaking tidak seimbang tim musuh ex glory tim kita ex mytick 10 20 kadang legend suka nge frame,1
sinyal pas gua mati bagus tapi pas gua spawn jelek banget udah gitu pas mau match gua sendiri yang masih 10 persen yang lain 100 persen padahal sinyal udah bagus,1
tolong perbaiki bug sinyal tiba2 drop pas lagi war banyak pemain dirugikan karena sinyal,3
"Pls lah gimana ini, tim sama musuh beda jauh, masa musuhnya ex imo ex glory sedangkan tim saya mentok mentok legend paling tinggi Mawi. Tolong lah dark sistem di ilangin napa",1
game nya gak bagus banyak dark sistem nya tapi game nya sih seru tolong hapus dark sistem di game ini mohon sekali,1
gamevini sangat bagus gak kayak game ff yang burik itu game ini sangat seru sekali dan ada banyak juga ratusan Hero yang mudah untuk dimainkan,5
bagus lah pokoknya dan juga mengurangi ngeluarin duit buat top up karna adanya Diamond kuning jadi bisa tuker,5
"hero tank glo item defense full damage gak ngotak padahal awal menang gold 4000 glo cuma 3000 tapi yang menang glo hero markman percuma farming sama selena roam dan glo roam kalah damage padahal menang gold game rusak nana, zhask, hero re eh di nerf habis-habisan tanl glo di tebelin sama dikuatin damagenya game rusak batle field juga ga imbang tiap main selalu dapat player bot dan ga jelas player musuh kompak player team kayak bot yang ga paham line dan hero solo player ditindas di game rusak",1
"game ramah lingkungan, terutama bagi solo player. persiapin mental deh buat di temuin ama player2 uniknya monton.",5
harus banget player ya hp ya spek bagus klw ngga semua di bikin macet ama ni game sering loststreak mvp klah klw kita trol baru di kasih tim bagus game oon,1
"Sinyal selalu laq,pas belum mulai Bagus,hijau dia punya len,,,, tapi setelah mulai game,jelek betul sinyal nya, selalu merah sinyal nya udahlah bagi time nya gak pernah adil",1
ml seruu aku punya banyak teman dan bisa Mabar sama temen ku trus KLO bosen dan gada kuota bisa main offline seru deh pokoknya!,5
"game membuat stres dan tox*c, sering dapat tim yg gk bisa main serba kalah kalo main solo cape dapat tim yang GK bisa main semua",1
aku selalu menang kalau pake Hero dyroth kalau pakai selain itu aku kalah terus atau mati setiap aku pakai Hero itu aku jadi menang terus cocok sih buat aku yang biasanya gabut dirumah jadi main mobile legend bang bang aja biar gabutku ilang jadi ku kasih rating bintang lima ya soalnya seru banget,5
"Game apasih ini GK pernah menang mending jangan isi penurunan rank kita bisa turunin sendiri, baru juga download udah kalah aja",1
