content,score,text_final
"Mohon maaf min, ni kenapa akhir² ini aneh ya? sering ketemu rank di bawah kita. Contohnya, mytich honor sering ketemu legend. dan Player yang sering saya temui makin menjadi² perkataan nya, sedangkan dia juga ngak mau salah. Singkatnya ""Tolong perbaiki sistem match ML nya ya min😀"". Saya tunggu perubahannya min😁",1,mohon maaf min ni aneh ketemu rank contoh mytich honor ketemu legend player temu kata ngak salah singkat baik sistem match ml min tunggu ubah min
"oyyy jelekk laporan ku ga digubris, please tolong lah ini tadi didalam pertandingan tiba tiba lag padahal jaringan bagus, pas restart ulang ada tulisan ""menghubungkan kembali"" sudah 3 jam, udah hapus lalu download lagi tetap sama. bantu uyy",1,oyyy jelekk lapor ku gubris please dalam tanding lag jaring bagus pas restart ulang tulis hubung jam hapus download bantu uyy
"untuk patch sekarang kesannya harus mabar ,kalo maen solo pun harus nunggu lama ,dan itupun kalo kita ga ngalah untuk ngisi line roam ,susah untuk matcmaking ,sekalian ngalah jadi roam ,dapet temen mm jungler mid exp yg ga ngerti maen",3,patch kesan mabar maen solo nunggu itu ngalah ngisi line roam susah matcmaking ngalah roam temen mm jungler mid exp ngerti maen
mohon pihak moonton pada saat matchmaking memberi tim dan lawan yg seimbang. bisa dilihat dari berapa banyak history bermain. biar kami player solo tidak stres dengan tim sendiri yang teramat beban. kebanyakan akun saya di beri tim yang baru belajar bermain tetapi tim lawan sudah jago bermain. jadi kesimpulan nya saya kecewa dengan sistem kalian,1,mohon moonton matchmaking tim lawan imbang history main biar player solo stres tim amat beban banyak akun tim ajar main tim lawan jago main simpul kecewa sistem
"Perbaiki lagi sistem match making! Berikan hukuman yang lebih berat kepada player beban. Egois, memaksa menggunakan role yang tidak dikuasai, sehingga menyusahkan tim. Sudah dilaporkan tetapi tidak ada hukuman yang berarti. Giliran Saya mengkritik tidak terlalu kasar malah terkena mute, padahal itu adalah ulah player beban yang Anda berikan kepada Saya, yang membuat emosi! 6x berturut-turut saya gagal naik Mythic, cuma bolak-balik Legend 1 bintang 4-5 gara-gara tim yang gak masuk akal bebannya!",1,baik sistem match making hukum berat player beban egois paksa role asai susah tim lapor hukum gilir kritik kasar kena mute ulah player beban emosi x berturutturut gagal mythic bolakbalik legend bintang garagara tim gak masuk akal beban
"sistem nya buruk, pemilihan lawan dan tim jauh berbeda ibarat lawan nya dewa tapi tim nya penduduk sipil, jgn maen game ini kalo ga kuat mental bisa terganggu otak kalo maen game ini. maen game untuk hiburan malah dapet tekanan batin.....",1,sistem buruk pilih lawan tim beda lawan dewa tim duduk sipil jgn maen game kuat mental ganggu otak maen game maen game hibur tekan batin
Sebenernya bnyk masalah jaringan atau lag. Tapi jga masih ada ketidak seimbangan pembagian tim sama satu lagi banyakin lagi lah skin gratisny yg questnya mudah2 biar gw g pindah hok😂,5,sebenernya bnyk jaring lag tidak imbang bagi tim banyakin skin gratisny questnya mudah biar g pindah hok
game ini bagus tapi banyak kalah mulu selalu diberi tim drag sistem skin epic nya selalu diberi yang gratis ini game sungguh menyatakan bagus tapi tolong perbaiki dengan tim drag system jangan aku kalah sampai 9 kali sehari menang hanya 6 kali kalau 9 hari buat apa tapi perbaiki aja moonton tapi sakit-sakitnya bagus tolong beri skin collector Aliyah kuberi rinting 5 nih tapi soal jaringan-jaringan gobet sedikit juga dah gak bisa main,5,game bagus kalah mulu tim drag sistem skin epic gratis game sungguh bagus baik tim drag system kalah kali hari menang kali baik moonton sakitsakitnya bagus skin collector aliyah beri rinting jaringanjaringan gobet dah gak main
game nya bagus banyak event yang menarik walau terkadang permainan agak sulit tapi di situ lah letak kesenangan nya karena yang paling menarik dari game menurut pendapat saya adalah tantangan nya. selain itu mobile legend bukan hanya sebuah permainan bagi saya tapi. sebuah pelajaran tentang cara berpikir cepat dan penting nya kerja sama.,5,game bagus event tarik terkadang main sulit situ letak senang tarik game dapat tantang mobile legend main ajar pikir cepat kerja
game ini sangat kurang mendukung mood untuk menjadi ceria ini mlh bikin stres dan gila tolong monton jangn satu tim kan saya dengan dark sistem plis fitur pilih lane kurang mendukkung sama plis dev perbaiki machmakking nya karna saya sudah muak dengan player yang belum terlalu bisa main game ini tolong jangan satu tim kan dengan yang sedang proses mengejar rank inget fungsi game buat hiburan bukan buat bikin player lain kecewa,1,game dukung mood ceria mlh bikin stres gila monton jangn tim dark sistem fitur pilih lane mendukkung dev baik machmakking muak player main game tim proses kejar rank inget fungsi game hibur bikin player kecewa
kredit score saya kok GK nambah nambah ya padahal tingkat pelanggaran cuma 3% dan di informasi nya kalau tingkat pelanggaran nya 3%maka pemulihan nya 6 perhari sedangkan saya 3 hari bermain bahkan lebih dari 6 sehari pun gak dapat dapat tolong di perbaiki,5,kredit score nambah nambah tingkat langgar informasi tingkat langgar pulih hari main hari gak baik
"banyak hero gagal menurut ku. masih banyak hero ga seimbang, dari skill, durasi coldown, efek cc, ga sesuai dengan algoritma, ada beberapa hero yg dispesialkan sebaliknya ada hero yg terlalu lemah secara keseluruhan. diperbaiki segera atau hapus sja mlbb dr playstore",1,hero gagal ku hero imbang skill durasi coldown efek cc sesuai algoritma hero spesial hero lemah baik hapus sja mlbb playstore
"Game kikir/pelit. Match making tidak seimbang. Tidak tegas dalam menghukum player afk/troll/tidak berkontribusi dalam permainan. Kenapa selalu diberi darksystem disetiap rank match, entah itu saat bermain solo/duo/trio.",1,game kikirpelit match making imbang hukum player afktrolltidak kontribusi main darksystem tiap rank match main soloduotrio
game paling populer minus hanya di beberapa player nya yg kurang memahami permainan jadi susah terkadang harus berjuang sendiri. tpi ini game sangat menarik untuk mengasah indra dan cara berstrategi,4,game populer minus player paham main susah terkadang juang game tarik asah indra strategi
"Game nya bagus dari grapik hingga karakternya juga banyak tapi ada satu masalah jadi kurang nyaman main game nya masalah nya jaringan selalu buruk padahal jaringan cepat sinyal nya juga kuat. Jadi tolong diperbaiki lagi ya, sekian dari saya",4,game bagus grapik karakter nyaman main game jaring buruk jaring cepat sinyal kuat baik sekian
"game paling nomer satu buat player jadi stres. kalau kalian main sendiri saran mending gausah main game ini. pasti ditemuinnya sama tim yang yang ampas, gabisa main, akunnya hasil jokian padahal skillnya masih di rank bawah.",1,game nomer player stres main saran mending gausah main game ditemuinnya tim ampas gabisa main akun hasil joki skillnya rank
"Mentang mentang kita jago selalu dapet tim beban , kadang internet lagi bagus tapi masih aja ngelag , bukan berarti kalo kita hampir naik rank ke rank lain harus dapet musuh susah , palingan winstreak 5 / 10 kali , lah losetreak nya lebih dari 10+ anjir ?",1,mentang mentang jago tim beban kadang internet bagus lag rank rank musuh susah paling winstreak kali losetreak astaga
"Game ini sangat jelek, matchmakingnya sangat kacau. jika mau moba yang bagus download honor of king, matchmakingnya sangat bagus, sekalipun kalah kita sangat puas karena tim mainnya benar dan memang musuhnya juga kuat bukan seperti mlbb matchmaking yang sangat buruk sekali, aku lama main mlbb tapi beralih ke honor of king",1,game jelek matchmakingnya kacau moba bagus download honor of king matchmakingnya bagus kalah puas tim main musuh kuat mlbb matchmaking buruk main mlbb alih honor of king
"Setiap maen di kasih tim nye yng tolol banget gk bisa megang Retry yng bagus pless kalo maen (Rank) Malah dapet nye Roll Roam, padahal pengen nye Roll Jungler. Makanya, kasih musuh tu yng BOT, Gimana gw mau jadi (Tob Global Suyou) coba!!!",1,maen kasih tim nye yng tolol banget megang retry yng bagus pless maen rank nye roll roam ken nye roll jungler kasih musuh tu yng bot gimana tob global suyou coba
gamenya bagus tapi saran dari saya kuranggin dark system dan lose streak terus jaringan juga saya Main jaringan nya jelek tapi buka YouTube lancar jadi tolong montton pembuat game ini tolong kalo ada player toxic tolong di banned karna kita main game untuk fun bukan untuk marah marah.,1,gamenya bagus saran kuranggin dark system lose streak jaring main jaring jelek buka youtube lancar montton buat game player toxic banned main game fun marah marah
saya sangat kecewa karena saya selalu mendapatkan tin dengan rank di bawah saya sedangkan musuh yang sayah hadapi ranknya jauh di atas saya dan rekan tim saya jika ini masih terulang lagi saya akan hapus game ini dan saya akan main free fire,1,kecewa tin rank musuh sayah hadap ranknya rekan tim ulang hapus game main free fire
"saya udh ngajuin recovery account tpi di tolak, plis gara² verif prngkat kedua aktif, saya jdi gabisa login lgi, mau ngajuin customer sevice tpi dimna, pdahal mulai dri login pihak ketiga ada disitu semua mulai dari tiktok, whatsapp, facebook, google play game saya, disitu pada aktif semua dan bisa di akses tpi gara² lupa email moonton saya jdinya malah gbisa di pake, tolong dong cara ngatasinnya, ga ngasih solusi bnget udh ajukan tpi malah di tolak",1,ngajuin recovery account tolak gara verif prngkat aktif jdi gabisa login lgi ngajuin customer sevice dimna pdahal login tiga situ tiktok whatsapp facebook google play game situ aktif akses gara lupa email moonton jdinya gbisa pake ngatasinnya ngasih solusi bnget aju tolak
game apa sii ini! benar² tidak layak! game rusak! matchmaking gak adil! hanya memilih orang² tertentu saja ini game! buat kita orang biasa sama sekali tidak ada manfaatnya niatnya buat ngehibur diri taunya malah tambah stress main game rusak 1 ini! jangan download percayalah kata² saya!,1,game sii layak game rusak matchmaking gak adil pilih orang game orang manfaat niat ngehibur tau stress main game rusak download percaya
"game yg bisa bikin user nya darah tinggi, karena apa? kadang waktu mau masuk game ngga bisa, tiba tiba keluar sendiri lag, pdhl jaringan bagus, dapet tim ngga pernah bener, kl ada yg troll ngga ditanggepin, mau mu apa woy?? semoga bisa lebih berkembang lg dah, gw KSH bintang 4 karena ya emang game nya seru tapi minusnya kadang ngga adil.",4,game bikin user darah kadang masuk game lag jaring bagus tim bener troll ditanggepin mu woy moga kembang lg dah ksh bintang emang game seru minus kadang adil
"pro player itukan ranknya sangat tinggi masak lawannya rank maytic 80 kan tidak seimbang dn adil. Mohon untuk di perketat lagi sistemnya, terimakasih. Sistem montoon makin lama makin dark banget masak iya team gua jauh beda banget cara team gua main kek epick padahal maytic, kembali lagi gua (17 September 2024)makin parah ni game gak ada perubahan nya pembagian team tetep gak seimbang. edit: 9 Juni 2025 game yang makin ampas sistem nya kek taik, gak bagi tema aja gak bisa edit 26,8,2025: ok",5,pro player itu ranknya masak lawan rank maytic imbang dn adil mohon ketat sistem terimakasih sistem montoon dark banget masak team beda banget team main kek epick maytic september parah ni game gak ubah bagi team tetep gak imbang edit juni game ampas sistem kek taik gak tema gak edit
tolong diperbaiki ... ini pas mau cari lawan main solo susah masuknya atau dapat lawan nya susah lama.. tolong diperbaiki..kalau pilih line roam selalu dapat roam terus pdahal kita gak bisa roam... jadinya susah cari lawan kalo pilih roam nya sedikit,5,baik pas cari lawan main solo susah masuk lawan susah diperbaikikalau pilih line roam roam pdahal gak roam susah cari lawan pilih roam
"moonton tolong perbaiki masalah jaringan. di loby pin bagus tapi ketika di ingame pin nya tidak stabil kadang sampe tidak bisa jalan, tidak bisa gerak karna pin nya sampai 270- 300. tolong lah moonton perbaiki masalah jaringan demi kenyamanan pengguna",5,moonton baik jaring loby pin bagus ingame pin stabil kadang sampe jalan gerak pin moonton baik jaring nyaman guna
"WAHAI MONTON BACA INI, sumpah tolong hilangin bug bug gitu lah kaya jaringan kan lancar trus di in game ngelag padahal buat chatting an di whatsapp atau telegram juga gapapa, buat game lain juga aman aman aja. hero gabisa gerak padahal device bagus aman aman aja please perbaikin ini wahai monton!!!!",2,monton baca sumpah hilangin bug bug gitu kaya jaring lancar in game lag chatting an whatsapp telegram gapapa game aman aman hero gabisa gerak device bagus aman aman please perbaikin monton
sumpah ini kenapa jaring jelek terus ya kalo lagi war Ama warming selalu jelek padahal jaringan gua bagus aja tapi kalo karakternya mati jaringan bagus tolong di perbaiki ini entah ini chit atau bug game kita gak biak jadinya mau liat history main kita juga biasa hilang,1,sumpah jaring jelek war warming jelek jaring bagus karakter mati jaring bagus baik chit bug game gak biak liat history main hilang
"mohon kepada moonton,saya bermain dengan wifi yg lancar banget saat bermain game lain,tapi saat bermain mobile legends.Jaringannya diatas 70ping,mohon perbaiki masalah jaringannya. Terima kasih.",5,mohon moontonsaya main wifi lancar banget main game laintapi main mobile legendsjaringannya atas pingmohon baik jaring terima kasih
"Banyak player toxicc...,keseimbangan tim solo jelek ,gk ada yang bisa di nikmati ,pelayernya nub nub ,apa lagi rank epik paling parah ,sangat tidak untuk di anjurkan untuk orang yang iq-78 sebaiknya yang iq rendah main barbie aja kalo gak main zombie aja.",2,player toxicckeseimbangan tim solo jelek nikmat layer nub nub rank epik parah anjur orang iq iq rendah main barbie gak main zombie
"penyesuaian anggota saat bermain kurang/ Drafpick hero( pengalaman saya bermain bersama publik yang di game sebelumnya mengalami kekalahan secara berulang) dan itu terjadi kepada saya, maksud saya gini jika semisal saya bermain dan mendapat kemenangan di game selanjutnya usahakan di campur ( pemain kalah dan menang di jadikan 1 pertandingan yang sesuai),jangan sampai tim pertandingan sebelumnya sudah mendapat kekalahan harus mendapatkan kekalahan di pertandingan selanjutnya?",3,sesuai anggota main drafpick hero alam main publik game alami kalah ulang maksud gin main menang game usaha campur main kalah menang jadi tanding sesuaijangan tim tanding kalah kalah tanding
Mlbb makin kesini makin kurang menarik skin terlalu sulit didapatkan Musuh tidak sepadan (dark system) Sekarang tidak memandang rank Saya baru grand master 2 sudah lost strek Berkali² Jika game ini tidak ada perkembangan saya akan pindah ke hok,2,mlbb kesini tarik skin sulit dapat musuh padan dark system pandang rank grand master lost strek kali game kembang pindah hok
"Matcmatching ngaco, ketemunya anomali mulu timnya, entah BOT atau apalah, pilihan line juga ngaco, udah pick 2 line yang biasa masih juga gak tepat sasaran, serba ngaco ini gamenya.",1,matcmatching ngaco ketemu anomali mulu tim bot apa pilih line ngaco pick line gak sasar serba ngaco gamenya
"Matchmaking sangat tidak seimbang, tim mentok legend, tim musuh ex glory, pemain harus di wajibkan bawa party untuk ngepush rank, apalagi saat reset season. saya sarankan untuk memberikan kompensasi seperti protection star pada pemain yang mendapat tim yang tidak seimbang.",1,matchmaking imbang tim mentok legend tim musuh ex glory main wajib bawa party ngepush rank reset season saran kompensasi protection star main tim imbang
"kekurangan game ini. player sering melakukan pelaporan kepada yg skor terbawah. untuk jangka panjang game ini kehilangan strtegi permainan karena takut mati dan di laporkan. hero yg tidak berimbang, tiap bulan di naik turunkan malah tambah kacau. sudah harus ada lobby chat dengan karakter kumpul di map, biar gak monoton, skin terlalu banyak buat apa juga.",1,kurang game player lapor skor bawah jangka game hilang strtegi main takut mati lapor hero imbang turun kacau lobby chat karakter kumpul map biar gak monoton skin
"selalu ktemu musuh yng ga sesuai, musuh nya udah pernah sampe rank tinggi, sedangkan tim sendiri ada yang baru main jadi main nya ga adil. tolong di perbaiki agar tidak merugikan player",1,ktemu musuh yng sesuai musuh sampe rank tim main main adil baik rugi player
"game bikin stress dapet tim ga pernah bener semua win rate makin hari makin turun tolong untuk perbaiki sistem pembagian nya dengan merata jangan menentukan dengan wr yang sama dengan kita karena kalo sama kita tidak akan bisa berkembang ,cita2 gua sampe sekarang yg belum terkabul yaitu masuk IMO",3,game bikin stress tim bener win rate turun baik sistem bagi rata tentu wr kembang cita sampe kabul masuk imo
"Gamenya bagus dari segi grafik dan skin paling de best,tapi tolong jaringan dan bug yang menggagu di dalam game diperbaiki supayah suasana game menjadi seru sekian dari ulasan sayah.",5,gamenya bagus segi grafik skin de besttapi jaring bug gagu game baik supayah suasana game seru sekian ulas sayah
"heran saya, main 5 kali kalah gak da peringatan, giliran menang sekali dapat peringatan, anda akan mendapat hukuman jika tidak bermain pada jalur anda, terus kesalahan dimana??? saya juga biasa pakai roam juga begitu mainnya, mending ban aja akun saya biar sekalian gk main lagi, maless",2,heran main kali kalah gak da ingat gilir menang ingat hukum main jalur salah pakai roam main mending ban akun biar main maless
"trllu besar file nya. terlalu bnyak file sampah , untuk hp kentang jd GK nyaman maen kbnyakan restart waktu maen. pantas banyak yg uninstall . padahal mayoritas yg maen hp kentang Krena kebanyakan bocil sekolah . makin lama mkin jarang yg maen kayanya",1,trllu file bnyak file sampah hp kentang nyaman maen kbnyakan restart maen uninstall mayoritas maen hp kentang krena banyak bocil sekolah mkin jarang maen kaya
"saya sukaaaaa bangettt samaa game burikk ini hehe! udh bosen gw kalah monton"" di rank legends kek warior rasanya sekarang pick"" nya asal tolong lah berikan kita dengan tim yg seimbang boleh musuh nya pro tapi tim kita juga pro",1,sukaaaaa bangettt samaa game burikk hehe bosen kalah monton rank legends kek warior pick tim imbang musuh pro tim pro
"game gak layak di kasih bintang gw dapet line roam mulu ga bisa pilih roam pantes ratung nya anjlok mana dapet tim ga bisa main semua emang, makin kesini MONTOON makin ga niat kasih player kenyamanan main tim lawan ga se imbang mending gak laya emang ni di kasih bintang game kalo bisa",1,game gak layak kasih bintang line roam mulu pilih roam pantes ratung anjlok tim main emang kesini montoon niat kasih player nyaman main tim lawan imbang mending gak laya emang ni kasih bintang game
"Sistem matching kurang baik, saya sudah 2 hari main clasic di rank mytic dapat temen yg rank nya bahkan epic pun belum, sedangkan musuhnya rank tertinggi mytic semua, jadi tolong di perbaiki, utamakan supaya rank team itu sama supaya memeberikan pengalaman bermain yang adil. terimakasih",3,sistem matching main clasic rank mytic temen rank epic musuh rank tinggi mytic baik utama rank team memeberikan alam main adil terimakasih
"hallo min, disini saya ada kendala dalam bermain, yaitu ketika memasuki pertandingan/draf pick voice chat saya tiba tiba mati, dan itu sangat sering terjadi. voice chat hanya bisa di lakukan ketika masih di dalam lobi. mohon perbaikannya !, terimakasih",4,hallo min kendala main pasuk pertandingandraf pick voice chat mati voice chat laku lobi mohon baik terimakasih
"duh monton yakin parah gabisa di kasi tau ya sekali"" update jaringan napa.. dari awal luar game hijau jaringan hijau lancar, pas udah main jadi merah kan anehh, waktu target terahir di serang hijau lagi pula, ini monton gimana, benerin lah sekali kali jaringan up date jangan sekin sekin aja sama hero bosen dahh",1,duh monton parah gabisa kasi tau update jaring napa game hijau jaring hijau lancar pas main merah anehh target terahir serang hijau monton gimana benerin kali jaring up date sekin sekin hero bosen dahh
"sudah bagus ,kalo ke gini kan enak mainpun bisa santai tidak penuh emosi ,dah pokonya mantap skalian pendeteksi chiter ,semisal main ada yang menggunakan chit ,langsung di nonaktifkan ajah acounya agar player yang baru belajar main bisa santai dan tidak memanggu kinerja belajar mereka,,saya masih sering nemuin pemain memakai chit ,semisal chit sinyal chit Hero ,chit gold damage dan chit,map ,kalo buka map wajar tapi kalo chit map ancur semua berhenti ,tidak bisa di kendalikan ,,",5,bagus gin enak main santai penuh emosi dah poko mantap skalian deteksi chiter main chit langsung nonaktif ajah acounya player ajar main santai panggu kerja ajar merekasaya nemuin main pakai chit chit sinyal chit hero chit gold damage chitmap buka map wajar chit map ancur henti kendali
"banyak bot!!! kekurangan player kah? mana bot nya main gak bener, ditim sendiri lagi. kol bisa tau dia bot? liat aja profilnya, akun kecil tapi skin mewah semua ( colector, colab, luckybox )trus jumlah like nya.",1,bot kurang player bot main gak bener tim kol tau bot liat profil akun skin mewah colector colab luckybox like
game apaan ini kalo kalah ada yg afk ko bintang nya nurun dan mohon ada apa dengan monton ini pas main kan sinyal Tubagus tapai aku dan teman satu tim ku ngeleg maju ke tower sendiri lalau mati sendiri aneh ini monton kenapa aku kasih bintang 5 agar di pajang dan kenapa tim kita selalu beban meski aku jago tapi tim nya dan lawan nya jago dan susah sekali naik bintang naik turun terus begitu dan game ini banyak bug.aku mohon segera di perbaiki.,5,game kalah afk ko bintang nurun mohon monton pas main sinyal tubagus tapai teman tim ku ngeleg maju tower lalau mati aneh monton kasih bintang pajang tim beban jago tim lawan jago susah bintang turun game bugaku mohon baik
"jaringan saya sudah stabil kenapa pas di game jaringan sering lag , mohon benerin lagi menggangu permainan, mohon juga kasih team yang setara , cape main kita sudah benar tapi team yang gabenar , saya kasih reating bintang 1",1,jaring stabil pas game jaring lag mohon benerin menggangu main mohon kasih team tara cape main team gabenar kasih reating bintang
"baru saya main game ini makin pusing sekaligus main renk dapat tim bot tidak bisa main satu tim buta map, saya dari akun pertama dan kedua Uda rugi beli top up 5 juta dari dua akun yang kalian ambil jadi main akun penipuan, kirain game nya bagus sekali. main dapat tim nya tidak beres main nya sendiri tidak mau main satu tim buta map",5,main game pusing main renk tim bot main tim buta map akun rugi beli top up juta akun ambil main akun tipu kirain game bagus main tim beres main main tim buta map
"game aneh ga layak di mainin, selalu dapat team ga seimbang dikira ga cape apa main sampe lupa waktuu buat naikin bintang malah yang ada nurunin bintang, cuma gara gara selalu dapet team yg ga seimbang sama musuh, tolong di perbaiki",1,game aneh layak mainin team imbang cape main sampe lupa waktuu naikin bintang nurunin bintang gara gara team imbang musuh baik
"sistem menang kalahnya gak ngotak kalah mulu padahal logikanya biarpun 1 org gak tau main pasti ada waktunya di dapat tim yang bagus buat nge gendong lah gua gapernah dapat lose mulu, selama gua main lebih kebanyakan lose padahal main gua juga bagus dan kebanyakan lose gua, gua mulu yg mvp artinya gua di kasi tim yg emang gk tau mainn",1,sistem menang kalah gak ngotak kalah mulu logika biarpun org gak tau main tim bagus nge gendong gapernah lose mulu main banyak lose main bagus banyak lose mulu mvp kasi tim emang tau mainn
Tolong kepada pihak MOONTON saya sudah coba bermain magic chess tapi ketika level dan standar dari hero ada yang udah maks tapi kenapa lagnya parah banget yaa sampai hp saya gk respon respon (macet) disitu saja. MOHON DIPERBAIKI BANG MOON THANKSSS!!!!,5,moonton coba main magic chess level standar hero maks lagnya parah banget yaa hp respon respon macet situ mohon baik bang moon thanksss
"Tim yang di berikan tidak seimbang dengan musuh.Saya main solo dapat tim solo player semua tapi lawannya ada yang trio.Ini sistem game nya kayak acak acakan, sebenarnya niat gak si bikin game?",1,tim imbang musuhsaya main solo tim solo player lawan trioini sistem game kayak acak acak niat gak si bikin game
"gk bagus sih, kecewa sama projectif point nya. saran saya, setiap win streak itu, projectif point nya bertambah juga dong. bikin sakit hati sekali kalah. udah gtu projecctif point nya bertambah dikit doang. jadinya semua usaha kita menangin berturut-turut itu sia sia. mendingan game sebelah",1,bagus kecewa projectif point saran win streak projectif point tambah bikin sakit hati kalah gtu projecctif point tambah dikit usaha menangin berturutturut sia sia mending game belah
"sistem nya gk jelas banget udh lostrek 4 × ful MVP masih aja di kasih tim gk jelas tolong lah benerin ini sistem nya gk jelas banget gk ada adil"" nya sama sekali klo trs"" an kek gitu abis Player nya yg mau main ni game tolong lah di perbaiki lg apalagi setelah sistem role baru ini malah makin gk jelas tim nya :(",1,sistem banget lostrek ful mvp kasih tim benerin sistem banget adil an kek gitu abis player main ni game baik lg sistem role tim
"udah bagus tapi tolong ya untuk pembagian tim nya di perbaiki moonton!! ini walaupun udah gak ada yang main di lane yang sama tapi kalau setim dengan yang skil nya masih kurang atau Masih main ngasal di banding dengan musuh yang kompe banget itu gak fair banget moonton,yang bilang skill issue lu cobain jing main roam solo lu lose yang mvp lu juga.",3,bagus bagi tim baik moonton gak main lane tim skil main ngasal banding musuh kompe banget gak fair banget moontonyang bilang skill issue cobain jing main roam solo lose mvp
developer kikir masa DM kuning tambahan di hapus padahal saya sebagai player udh berharap bisa beli skin saint Seiya 1 DM dan malah di hapus bikin saya kecewa dan juga hadiah kompensasi cuman 30 DM kuning minimal kasih 500 DM kuning lah dasar developer KIKIR.,1,developer kikir dm kuning tambah hapus player harap beli skin saint iya dm hapus bikin kecewa hadiah kompensasi cuman dm kuning minimal kasih dm kuning dasar developer kikir
"tolong di bantu moonton setiap gua main serius tapi tim gua pada gak serius dan pas gua main di rank sinyalnya engelek pada hal wifi gua sinyalnya gak engelek, tolong di atasi ya, gua sudah main yang benar malah tim gua mainnya pada gak jelas semua contoh: disuruh pakai Hero tank malah saber yang di PIK, astaga kalo gini terus bisa nurun bintang gua, ya monton tolong di bantu",1,bantu moonton main serius tim gak serius pas main rank sinyal engelek wifi sinyal gak engelek atas main tim main gak contoh suruh pakai hero tank saber pik astaga gin nurun bintang monton bantu
"untuk saat ini 1 kata: MUAKK semenjak ada pembagian Lane bukan makin bagus malah makin PARAHHH,, banyak player yg terpaksa harus ambil Lane yang GK sesuai dengan Hero mereka di karenakan pembagian Lane, misalnya exp Lane tapi pik Hero Mia atau mage,, ini karena mereka tidak bisa maen exp Lane tapi karena pembagian Lane mau gak mau mereka maksa Hero yg gak sesuai dgn Lane nya,, terakhir dapet tim ampas terus maen 1 harian gak ada hasil menang 1x kalah 4-5 kali gitu-gitu aja terus sampai kiamat,",1,muakk semenjak bagi lane bagus parahhh player paksa ambil lane sesuai hero karena bagi lane exp lane pik hero mia mage maen exp lane bagi lane gak maksa hero gak sesuai dgn lane tim ampas maen hari gak hasil menang x kalah kali gitugitu kiamat
"aq udh lama main ml ini dari awal sampe sekarang, aq jg suka game ini asik tpi semakin naik season semakin berat ini game HP kentang gk bisa main terlalu berat dan bikin lag padahal jaringan bagus dan sinyal banyak, tolong ya kalo mau game ini rame jangan di beratin game ini aq jdi kurang suka karna lag terus, tolong ya dan juga jngn kasih musuh yng gk sesuai, setidaknya kasih musuh setara dengan tim, ini gk musuh jago teman bot bikin maen gk asik",5,aq main ml sampe aq suka game asik season berat game hp kentang main berat bikin lag jaring bagus sinyal game rame beratin game aq jdi suka lag jngn kasih musuh yng sesuai kasih musuh tara tim musuh jago teman bot bikin maen asik
"game rusak, jaringan 5G udah gituh full jaringannya, masih aja lag banget, tiba tiba keluar sendiri lagi dari game, alhasil loading lagi dari awal.",1,game rusak jaring g gituh full jaring lag banget game alhasil loading
"game nya bagus bangett, seru juga, tapi banyak player² yang menggunakan cheat dan itu sangat merugikan player² lain... kadang ketemu player cheat, itu mengganggu banget. apalagi kalo cheatnya memberikan damage ga masuk akal, itu bener² meresahkan player lain.",5,game bagus bangett seru player cheat rugi player kadang ketemu player cheat ganggu banget cheatnya damage masuk akal bener resah player
"bagus sih ml tapi gimana gitu, banyak bug kalo lagi main di in game atau di antrean gitu, moga diperbaiki lagi ya min, minimal mah banyakin skin skin gratisnya min, dm kuning juga banyakin biar makin betah playernya, oh iya min bagi bagi event skin gratis atau dm gratis gituu min biar asik",5,bagus ml gimana gitu bug main in game antre gitu moga baik min minimal mah banyakin skin skin gratis min dm kuning banyakin biar betah playernya min event skin gratis dm gratis gituu min biar asik
"Game ini makin hari makin rusak,karena player yg bermain dengan betul-betul mengunakan skill & kemampuan nya sendiri hanya tersisa sedikit,sudah banyak yg mengunakan berbagai cara curang hanya untuk mendapatkan win streak Sebagai player old saya sanggat menyayangkan hal ini karena skill akan kalah dengan cheat itulah fakta nya moonton,tolong agar lebih teliti lagi dalam melihat laporan dari semua player karena kalau Semakin banyak player yg memutuskan untuk pindah ke game lain itu salah kalian",5,game rusakkarena player main betulbetul mengunakan skill mampu sisa sedikitsudah mengunakan curang win streak player old sanggat sayang skill kalah cheat fakta moontontolong teliti lapor player player putus pindah game salah
apaan coba nih game hari hari harada aja bug pas update padahal mau main malah stuck logo nonton dong bug 0 fps padahal mah hp gw chipset nya Helio g35 dulu masih bisa main giliran mau main lagi malah ngebut ku gini plisss lah nonton secepatnya perbaiki masalah ini secepatnya 🙏,1,coba game harada bug pas update main stuck logo nonton bug fps mah hp chipset hio g main gilir main ngebut ku gin plisss nonton cepat baik cepat
game taik. makin kesini makin ga jelas. udh mah pelit. mau naik bintang aja susah bgt. klo ga timnya yg parah musuhnya dikasih ga ngotak. selalu bgitu. kya sngaja bgt ga boleh naek. dasar game ga jelas. auto pindah game sblh yg baik hati dan kasih musuh yg seimbang jd seru. skin melimpah gratis tanpa syarat,1,game taik kesini mah pelit bintang susah banget tim parah musuh kasih ngotak bgitu kya sngaja banget naek dasar game auto pindah game sblh hati kasih musuh imbang seru skin limpah gratis syarat
